 183-188 A6     ---     mask    Name of slitmask
--------------------------------------------------------------------------------
LeoI     10 08 17.12 +12 12 38.9              20.732 0.025              19.580 0.022 4483  36  78 1.29 0.05 1.84 +5.91 0.11 +6.91 0.29 +6.07 0.38 +4.19 0.52 +3.38 0.22  295.60  2.85 LIN3_3 71077               
LeoI     10 08 17.14 +12 18 52.1              19.043 0.016              17.535 0.006 4058  14  55 0.30 0.10 2.07 +6.26 0.10 +6.30 0.15 +5.91 0.21 +5.14 0.13 +3.76 0.11  284.52  2.11 LIN1_1 60806               
LeoI     10 08 17.15 +12 18 45.0              19.392 0.017              18.004 0.006 4250  14  53 0.54 0.08 2.02 +6.27 0.10 +6.37 0.15 +6.13 0.15 +5.10 0.13 +3.74 0.11  281.25  2.13 LIN1_2 60803               
LeoI     10 08 17.23 +12 19 29.5              20.369 0.020              19.154 0.016 4414  25  62 1.08 0.06 1.89 +6.07 0.10 +6.79 0.26 +5.93 0.33 +4.78 0.18 +3.53 0.14  280.48  2.28 LIN1_1 60796               
LeoI     10 08 17.25 +12 17 03.2              20.839 0.023              19.678 0.023 4452  37  76 1.32 0.06 1.83 +5.67 0.11 +6.29 0.49            +4.28 0.45 +3.09 0.24  283.07  2.48 LIN1_3 71068               
LeoI     10 08 17.31 +12 17 00.5              21.161 0.031              20.031 0.026 4512  40  92 1.48 0.06 1.79 +5.81 0.11            +6.37 0.32 +4.58 0.28 +3.52 0.22  278.91  3.04 LIN1_4 71065               
LeoI     10 08 17.33 +12 17 25.3              20.310 0.021              19.332 0.013 4890  35  82 1.34 0.06 1.83 +6.48 0.10            +6.52 0.20 +5.27 0.19 +3.82 0.18  282.46  2.44 LIN1_4 71064               
LeoI     10 08 17.50 +12 21 57.5              21.165 0.030              20.140 0.028 4727  59 121 1.61 0.06 1.76 +5.99 0.15            +6.32 0.64                        282.09  4.55 LIN3_1 60775               
LeoI     10 08 17.54 +12 21 26.1              20.071 0.019              18.859 0.009 4426  28  71 0.97 0.05 1.91 +5.86 0.10 +5.64 0.91 +5.81 0.35 +4.52 0.23 +3.16 0.17  287.43  2.41 LIN2_1 60770               
LeoI     10 08 17.56 +12 16 15.7              19.420 0.016              17.855 0.007 3982  17  60 0.35 0.09 2.06 +6.05 0.10 +6.31 0.18 +6.04 0.18 +4.88 0.14 +3.73 0.11  277.14  2.13 LIN1_2 71030               
LeoI     10 08 17.57 +12 18 18.5              19.971 0.018              18.726 0.012 4417  23  69 0.90 0.05 1.93 +6.20 0.10 +6.39 0.21 +6.47 0.15 +5.25 0.15 +3.73 0.12  288.91  2.18 LIN1_1 71032               
LeoI     10 08 17.58 +12 18 42.9              20.900 0.027              19.919 0.026 4862  56 129 1.56 0.06 1.77 +6.12 0.11 +6.12 0.82 +5.97 0.42 +4.49 0.32 +2.85 0.62  279.69  3.29 LIN1_2 60760               
LeoI     10 08 17.58 +12 21 01.0              19.968 0.019              18.628 0.010 4234  19  57 0.79 0.06 1.96 +6.34 0.10 +6.52 0.35            +5.11 0.25 +3.75 0.14  269.43  2.60 LIN3_4 60763               
LeoI     10 08 17.62 +12 19 10.7              21.096 0.027              20.055 0.031 4706  55 120 1.56 0.06 1.77 +5.54 0.18 +6.67 0.86 +6.03 0.77            +3.60 0.37  279.53  5.79 LIN2_4 60756               
LeoI     10 08 17.68 +12 17 48.9              20.408 0.021              19.198 0.017 4401  26  63 1.10 0.05 1.88 +5.80 0.10 +5.71 0.65 +6.17 0.18 +4.91 0.18 +3.31 0.14  263.63  2.24 LIN1_2 71017               
LeoI     10 08 17.86 +12 17 39.9              19.709 0.017              18.258 0.007 4139  16  58 0.57 0.07 2.01 +5.87 0.10 +6.16 0.19 +6.15 0.14 +4.71 0.13 +3.32 0.11  294.17  2.13 LIN1_2 70996               
LeoI     10 08 17.99 +12 18 49.3              21.036 0.030              19.902 0.027 4508  42  93 1.42 0.06 1.81 +5.72 0.12 +6.63 0.61 +5.71 0.77 +4.25 0.50 +3.28 0.33  263.24  3.58 LIN2_4 60728               
LeoI     10 08 18.05 +12 20 58.8              19.941 0.018              18.553 0.012 4180  18  55 0.72 0.07 1.97 +6.07 0.10 +6.13 0.34 +6.46 0.20 +4.99 0.28 +3.54 0.13  280.18  2.29 LIN2_1 60727               
LeoI     10 08 18.18 +12 16 52.7              19.479 0.018              18.176 0.008 4370  17  72 0.66 0.06 1.99 +6.40 0.10 +6.43 0.17 +6.40 0.13 +5.16 0.14 +3.91 0.11  284.35  2.14 LIN1_1 70942               
LeoI     10 08 18.20 +12 20 54.2              19.925 0.017              18.670 0.011 4348  26  68 0.87 0.05 1.94 +6.29 0.10                       +4.80 0.23 +3.57 0.15  284.92  2.31 LIN3_1 60713               
LeoI     10 08 18.21 +12 16 58.2              21.088 0.030              20.082 0.030 4767  62 128 1.60 0.06 1.76 +6.23 0.12 +6.24 0.86 +6.32 0.34            +3.87 0.26  277.64  2.93 LIN1_3 70939               
LeoI     10 08 18.33 +12 15 26.3              21.005 0.030              19.996 0.025 4778  52 121 1.57 0.06 1.77 +6.12 0.11            +6.31 0.33 +4.87 0.29 +3.54 0.27  267.39  3.22 LIN1_4 70919               
LeoI     10 08 18.35 +12 19 55.4              20.773 0.025              19.631 0.018 4486  38  76 1.31 0.05 1.83 +6.34 0.11 +6.17 0.91            +4.89 0.60 +3.64 0.23  294.21  3.05 LIN3_1 60703               
LeoI     10 08 18.42 +12 17 24.8              20.263 0.022              18.984 0.015 4314  25  56 0.97 0.06 1.91 +6.04 0.10 +6.40 0.23            +4.95 0.24 +3.10 0.15  305.07  2.24 LIN1_3 70914               
LeoI     10 08 18.54 +12 19 49.9              19.541 0.017              18.154 0.010 4211  18  55 0.59 0.07 2.00 +6.18 0.10 +6.16 0.29 +5.93 0.23 +5.10 0.18 +3.59 0.12  287.38  2.20 LIN2_4 60680               
LeoI     10 08 18.65 +12 16 53.9              20.073 0.018              18.981 0.012 4649  29  77 1.11 0.05 1.88 +6.27 0.10 +6.15 0.39 +6.65 0.14 +5.05 0.17 +3.73 0.13  274.36  2.31 LIN1_1 70886               
LeoI     10 08 18.67 +12 22 57.1              21.045 0.030              20.014 0.021 4722  55 115 1.55 0.06 1.77 +6.19 0.14            +6.40 0.68 +5.26 0.68             273.91  5.53 LIN3_4 60677               
LeoI     10 08 18.82 +12 18 12.5              20.781 0.026              19.634 0.018 4510  34  78 1.31 0.06 1.83 +5.97 0.11 +5.88 0.82 +6.15 0.25 +4.70 0.25 +3.24 0.20  277.03  2.45 LIN1_1 70875               
LeoI     10 08 18.84 +12 17 38.6              20.335 0.021              19.070 0.014 4320  23  56 1.01 0.06 1.90 +6.14 0.10 +5.61 0.74 +6.09 0.23 +4.75 0.26 +3.70 0.13  287.76  2.25 LIN1_3 70871               
LeoI     10 08 18.84 +12 19 38.0              20.289 0.022              19.167 0.016 4572  44  87 1.16 0.05 1.87 +6.00 0.11 +6.64 0.51 +6.27 0.34 +4.91 0.55 +3.67 0.22  284.92  2.78 LIN3_1 60651               
LeoI     10 08 18.86 +12 18 49.5              20.857 0.028              19.833 0.027 4753  53 119 1.49 0.06 1.79 +6.19 0.12 +6.64 0.49            +5.19 0.41 +3.54 0.34  282.46  3.71 LIN2_2 60645               
LeoI     10 08 18.87 +12 19 53.3              21.219 0.033              20.160 0.034 4663  57 123 1.58 0.07 1.77 +5.96 0.14 +6.92 0.51 +6.38 0.59 +5.89 0.50             307.59  4.86 LIN2_2 60649               
LeoI     10 08 18.92 +12 21 35.9              20.073 0.019              18.818 0.010 4341  23  64 0.92 0.05 1.92 +6.33 0.10 +6.17 0.46 +6.08 0.28 +5.27 0.19 +3.82 0.13  281.71  2.33 LIN2_1 60646               
LeoI     10 08 18.97 +12 20 29.3              21.064 0.029              19.966 0.027 4566  45 100 1.48 0.06 1.79 +6.11 0.14            +6.57 0.52 +5.72 0.59 +4.16 0.32  287.12  5.02 LIN3_4 60634               
LeoI     10 08 19.02 +12 12 37.2              20.968 0.028              19.776 0.024 4398  34  73 1.33 0.06 1.83 +5.77 0.12 +6.54 0.43 +6.07 0.36 +4.76 0.41 +3.18 0.26  295.78  3.03 LIN3_3 70844               
LeoI     10 08 19.14 +12 20 48.6              19.771 0.017              18.410 0.011 4223  22  60 0.70 0.07 1.98 +6.14 0.10 +6.30 0.26 +6.27 0.19 +5.02 0.23 +3.66 0.12  279.80  2.25 LIN2_4 60623               
LeoI     10 08 19.25 +12 16 54.1              20.475 0.021              19.155 0.015 4257  18  53 1.01 0.06 1.90 +6.05 0.10 +6.64 0.20 +5.96 0.26 +4.92 0.18 +3.34 0.13  281.31  2.25 LIN1_1 70823               
LeoI     10 08 19.28 +12 13 55.7              20.286 0.020              19.119 0.014 4475  31  74 1.10 0.05 1.88 +5.97 0.11 +6.20 0.43 +6.22 0.25 +5.08 0.22 +3.65 0.15  279.16  2.37 LIN3_3 70814               
LeoI     10 08 19.33 +12 24 51.4              21.121 0.032              20.104 0.033 4753  65 134 1.60 0.07 1.76 +5.72 0.28                                              305.69  6.82 LIN3_4 60603               
LeoI     10 08 19.52 +12 15 54.0              20.697 0.028              19.634 0.019 4670  43 105 1.38 0.06 1.82 +6.20 0.11 +6.76 0.27 +6.06 0.31 +4.66 0.22 +3.28 0.22  295.45  2.50 LIN1_4 70789               
LeoI     10 08 19.64 +12 20 53.8              21.230 0.032              20.272 0.032 4907  71 145 1.72 0.07 1.74 +6.29 0.16            +6.60 0.52            +4.26 0.37  273.47  6.41 LIN2_4 60560               
LeoI     10 08 19.66 +12 18 09.8              20.860 0.026              19.578 0.022 4305  23  55 1.20 0.06 1.86 +5.92 0.11 +6.56 0.45 +6.62 0.20 +5.18 0.19 +3.43 0.15  284.25  2.38 LIN1_2 70775               
LeoI     10 08 19.69 +12 19 38.4              21.094 0.033              19.912 0.027 4435  39  83 1.39 0.06 1.81 +6.26 0.11            +6.95 0.27 +4.80 0.41 +3.98 0.20  275.32  2.66 LIN2_2 60548               
LeoI     10 08 19.74 +12 16 55.0              19.706 0.018              18.349 0.007 4258  18  63 0.68 0.07 1.98 +6.11 0.10 +6.21 0.21 +6.29 0.14 +4.95 0.14 +3.57 0.11  299.25  2.15 LIN1_1 70755               
LeoI     10 08 19.87 +12 19 34.1              20.564 0.022              19.403 0.016 4470  37  70 1.21 0.05 1.86 +5.94 0.12 +7.10 0.40 +6.34 0.43 +5.39 0.53 +3.91 0.23  270.10  2.80 LIN3_1 60529               
LeoI     10 08 19.92 +12 14 48.9              19.447 0.016              18.086 0.008 4269  14  52 0.59 0.07 2.00 +6.40 0.10 +6.27 0.20 +6.22 0.14 +5.34 0.14 +3.80 0.11  285.66  2.12 LIN1_2 70728               
LeoI     10 08 19.99 +12 20 46.2              20.707 0.023              19.645 0.023 4627  53 101 1.39 0.06 1.81 +5.75 0.14            +5.96 0.77 +3.89 0.72 +3.76 0.33  282.82  2.95 LIN3_1 60517               
LeoI     10 08 20.04 +12 18 03.0              20.992 0.029              19.828 0.028 4437  38  86 1.37 0.06 1.82 +6.01 0.11 +6.33 0.32 +6.25 0.26 +4.68 0.27 +3.51 0.17  297.32  2.49 LIN1_2 70719               
LeoI     10 08 20.11 +12 16 46.9              20.740 0.023              19.501 0.024 4365  25  59 1.20 0.06 1.86 +6.02 0.10 +6.63 0.24 +6.27 0.22 +5.05 0.18 +3.47 0.14  308.99  2.29 LIN1_2 70701               
LeoI     10 08 20.13 +12 21 24.4              21.375 0.034              20.394 0.031 4839  79 141 1.75 0.07 1.73 +6.35 0.16 +7.21 0.95            +5.91 0.92             289.68  7.01 LIN2_4 60503               
LeoI     10 08 20.14 +12 17 47.0              20.137 0.019              19.017 0.016 4586  33  82 1.10 0.05 1.88 +6.38 0.10 +6.44 0.29 +6.48 0.20 +5.20 0.21 +3.97 0.15  277.52  2.50 LIN2_4 70699               
LeoI     10 08 20.24 +12 16 47.3              19.643 0.017              18.166 0.009 4114  14  59 0.51 0.08 2.02 +6.16 0.10 +6.23 0.15 +6.23 0.16 +5.08 0.13 +3.64 0.11  288.85  2.14 LIN1_1 70680               
LeoI     10 08 20.30 +12 14 19.3              19.971 0.018              18.629 0.010 4254  18  57 0.79 0.06 1.96 +6.24 0.10 +6.45 0.15 +6.24 0.15 +4.97 0.17 +3.58 0.12  276.35  2.14 LIN1_2 70666               
LeoI     10 08 20.45 +12 21 03.8              19.319 0.016              17.834 0.007 4162  24  58 0.40 0.09 2.05 +5.67 0.10 +6.06 0.29 +5.63 0.23 +4.51 0.16 +2.95 0.13  276.29  2.16 LIN2_1 60462               
LeoI     10 08 20.48 +12 22 25.7              19.966 0.019              18.765 0.012 4434  32  76 0.95 0.05 1.92 +5.36 0.11                       +4.18 0.26 +2.77 0.25  287.68  2.80 LIN2_1 60461               
LeoI     10 08 20.49 +12 17 45.0              19.529 0.026              18.006 0.008 3981  14  60 0.42 0.09 2.04 +6.32 0.10 +6.17 0.18 +6.03 0.18 +4.98 0.14 +3.66 0.11  277.59  2.12 LIN1_2 70649               
LeoI     10 08 20.61 +12 19 20.9              20.217 0.021              18.985 0.015 4379  29  65 1.00 0.05 1.91 +5.98 0.11            +6.10 0.33 +4.89 0.31 +3.41 0.19  276.71  2.54 LIN3_1 60443               
LeoI     10 08 20.91 +12 18 53.7              20.862 0.029              19.783 0.026 4617  51 106 1.42 0.06 1.81 +5.77 0.12 +6.75 0.42 +6.10 0.44            +2.59 0.79  266.96  3.76 LIN2_4 60414               
LeoI     10 08 21.00 +12 16 58.2              20.152 0.022              18.964 0.015 4449  27  74 1.03 0.05 1.90 +6.27 0.10 +6.20 0.38 +6.37 0.18 +4.99 0.17 +3.89 0.12  280.81  2.22 LIN1_4 70571               
LeoI     10 08 21.12 +12 19 43.2              19.645 0.018              18.174 0.007 4078  16  59 0.52 0.08 2.02 +6.30 0.10 +6.38 0.20 +5.96 0.21 +5.10 0.15 +3.63 0.11  290.35  2.17 LIN2_2 60396               
LeoI     10 08 21.19 +12 18 18.4              21.156 0.033              20.014 0.034 4484  52 100 1.46 0.06 1.80 +5.97 0.12 +5.91 0.79 +6.25 0.34 +5.28 0.51 +3.58 0.23  275.07  2.75 LIN1_3 70546               
LeoI     10 08 21.20 +12 16 12.2              20.721 0.022              19.535 0.021 4432  30  66 1.24 0.05 1.85 +5.98 0.10 +5.83 0.65 +5.92 0.32 +4.71 0.22 +3.48 0.16  281.08  2.48 LIN1_3 70531               
LeoI     10 08 21.22 +12 17 41.4              19.929 0.017              18.513 0.011 4133  16  54 0.69 0.07 1.98 +5.91 0.10 +6.18 0.23            +4.68 0.18 +3.27 0.12  287.01  2.19 LIN2_4 70535               
LeoI     10 08 21.23 +12 21 43.3              21.245 0.030              20.379 0.039 5208  84 192 1.83 0.07 1.71 +5.58 0.42                                              285.69 18.03 LIN3_4 60391               
LeoI     10 08 21.32 +12 17 10.2              21.046 0.029              20.047 0.029 4785  56 127 1.59 0.06 1.77 +5.72 0.13 +6.49 0.63 +6.61 0.29 +4.51 0.35 +3.43 0.33  268.00  3.42 LIN1_4 70513               
LeoI     10 08 21.36 +12 19 11.5              20.578 0.024              19.434 0.020 4511  43  79 1.24 0.05 1.85 +5.85 0.12                       +4.75 0.65 +3.09 0.38  270.80  2.97 LIN3_1 60371               
LeoI     10 08 21.39 +12 16 06.1              20.524 0.020              19.312 0.016 4398  24  59 1.14 0.05 1.87 +5.76 0.11 +5.68 0.91 +5.71 0.36 +4.45 0.20 +2.98 0.19  283.53  2.40 LIN1_4 70502               
LeoI     10 08 21.39 +12 21 26.0              20.654 0.025              19.482 0.019 4437  34  71 1.23 0.05 1.85 +6.35 0.11 +6.43 0.53 +6.04 0.43 +5.00 0.34 +3.89 0.18  311.77  2.76 LIN2_2 60373               
LeoI     10 08 21.43 +12 17 39.0              20.508 0.021              19.398 0.020 4593  36  89 1.25 0.05 1.85 +5.98 0.11            +6.43 0.20 +5.01 0.20 +3.57 0.16  272.43  2.45 LIN1_1 70500               
LeoI     10 08 21.53 +12 19 59.6              20.718 0.023              19.628 0.024 4589  44  96 1.36 0.06 1.82 +6.26 0.12 +7.41 0.45            +5.27 0.51 +3.70 0.36  284.07  3.57 LIN3_4 60356               
LeoI     10 08 21.61 +12 12 51.2              19.700 0.017              18.315 0.009 4206  20  61 0.64 0.07 1.99 +6.08 0.10 +6.42 0.22 +5.91 0.21 +4.79 0.16 +3.52 0.12  294.50  2.19 LIN3_3 70458               
LeoI     10 08 21.78 +12 15 12.6              20.863 0.027              19.831 0.029 4720  50 119 1.48 0.06 1.79 +6.31 0.11                       +4.74 0.36 +3.91 0.22  281.62  3.02 LIN3_3 70434               
LeoI     10 08 21.93 +12 16 14.1              19.507 0.018              18.053 0.008 4121  15  63 0.49 0.08 2.03 +6.38 0.10 +6.41 0.17 +6.30 0.13 +5.14 0.13 +3.85 0.11  294.13  2.12 LIN1_2 70408               
LeoI     10 08 22.01 +12 19 37.4              19.226 0.024              17.636 0.051 3892  19  79 0.28 0.10 2.08 +6.23 0.10 +6.01 0.27 +5.94 0.21 +5.00 0.19 +3.75 0.11  277.96  2.14 LIN3_1 60291               
LeoI     10 08 22.05 +12 20 20.8              19.078 0.017              17.685 0.008 4255  16  51 0.42 0.08 2.04 +6.10 0.10 +6.47 0.15 +6.06 0.15 +5.15 0.13 +3.70 0.11  308.88  2.13 LIN2_2 60286               
LeoI     10 08 22.07 +12 17 53.4              20.578 0.024              19.467 0.017 4571  37  88 1.28 0.05 1.84 +6.25 0.10 +6.52 0.26 +5.89 0.33 +5.23 0.22 +3.57 0.16  294.95  2.31 LIN1_1 70391               
LeoI     10 08 22.14 +12 21 07.8              20.621 0.023              19.607 0.022 4804  53 107 1.41 0.06 1.81 +6.29 0.12 +6.35 0.74 +6.44 0.40 +4.77 0.59 +4.28 0.23  281.00  3.07 LIN2_4 60275               
LeoI     10 08 22.20 +12 21 39.2              19.838 0.018              18.572 0.011 4369  24  69 0.83 0.06 1.95 +6.34 0.10 +6.74 0.21 +6.06 0.24 +5.19 0.20 +3.80 0.13  280.15  2.25 LIN2_1 60268               
LeoI     10 08 22.21 +12 19 13.1              20.986 0.029              19.938 0.031 4669  54 118 1.51 0.06 1.79 +6.31 0.11 +6.82 0.44 +6.59 0.38 +4.98 0.40 +3.80 0.27  283.77  3.16 LIN2_2 60261               
LeoI     10 08 22.31 +12 15 23.6              20.764 0.025              19.588 0.019 4456  33  70 1.27 0.06 1.84 +6.10 0.10 +6.16 0.60 +6.01 0.29 +5.03 0.21 +3.22 0.18  275.33  2.56 LIN1_2 70356               
LeoI     10 08 22.36 +12 19 35.1              20.908 0.028              19.701 0.023 4404  31  69 1.29 0.06 1.84 +6.09 0.11 +6.39 0.83 +7.22 0.25 +5.71 0.39 +3.33 0.25  277.27  3.30 LIN2_4 60248               
LeoI     10 08 22.47 +12 22 39.9              19.961 0.018              18.751 0.014 4430  29  75 0.93 0.05 1.92 +6.14 0.10 +5.67 0.92 +6.29 0.21 +5.13 0.20 +3.59 0.15  280.90  2.36 LIN2_1 60239               
LeoI     10 08 22.53 +12 13 54.4              20.474 0.023              19.273 0.017 4433  29  64 1.13 0.05 1.87 +5.92 0.10 +6.39 0.28 +6.17 0.21 +4.84 0.28 +3.37 0.15  284.70  2.28 LIN1_4 70302               
LeoI     10 08 22.53 +12 20 24.6              20.413 0.029              19.211 0.015 4409  30  68 1.11 0.06 1.88 +6.16 0.11 +6.70 0.33 +6.08 0.34 +5.05 0.34 +3.21 0.20  284.48  2.66 LIN2_1 60230               
LeoI     10 08 22.53 +12 19 21.9              19.516 0.016              18.063 0.009 4109  20  63 0.50 0.08 2.03 +6.11 0.10 +6.03 0.27 +5.96 0.19 +4.95 0.15 +3.57 0.11  288.05  2.17 LIN2_2 60223               
LeoI     10 08 22.55 +12 14 23.5              21.186 0.033              20.127 0.030 4642  50 117 1.57 0.06 1.77 +5.33 0.16                       +4.46 0.46 +3.25 0.42  274.66  4.97 LIN3_3 70301               
LeoI     10 08 22.55 +12 20 45.4              19.828 0.018              18.605 0.010 4437  27  73 0.87 0.05 1.94 +6.37 0.10 +6.71 0.33 +5.78 0.40 +4.70 0.25 +3.67 0.15  297.83  2.54 LIN3_4 60225               
LeoI     10 08 22.56 +12 19 24.8              21.484 0.042              20.399 0.043 4592  71 138 1.66 0.07 1.75 +5.60 0.31            +6.82 0.72            +3.47 0.75  284.58  8.97 LIN3_1 60220               
LeoI     10 08 22.57 +12 22 09.9              20.387 0.022              19.263 0.018 4552  41  86 1.19 0.06 1.86 +6.14 0.10            +6.22 0.30 +4.92 0.29 +3.17 0.22  282.03  2.60 LIN2_2 60226               
LeoI     10 08 22.64 +12 16 54.9              20.979 0.024              19.905 0.020 4639  39  94 1.47 0.06 1.79 +5.99 0.11            +6.33 0.27 +4.96 0.29 +2.80 0.42  298.15  2.73 LIN1_1 70288               
LeoI     10 08 22.64 +12 17 21.6              19.858 0.017              18.467 0.012 4186  19  56 0.69 0.07 1.98 +6.09 0.10 +6.49 0.16 +6.29 0.18 +4.85 0.17 +3.50 0.12  274.45  2.23 LIN2_4 70295               
LeoI     10 08 22.74 +12 14 30.7              19.548 0.017              18.172 0.009 4224  16  54 0.60 0.07 2.00 +6.07 0.10 +6.13 0.25 +6.04 0.16 +5.20 0.17 +3.63 0.11  280.61  2.14 LIN1_4 70264               
LeoI     10 08 22.83 +12 17 38.7              20.727 0.024              19.577 0.017 4503  32  74 1.29 0.05 1.84 +6.02 0.11            +6.34 0.21 +4.87 0.25 +3.43 0.18  288.46  2.54 LIN1_1 70258               
LeoI     10 08 23.11 +12 21 59.5              19.990 0.018              18.728 0.013 4353  24  65 0.89 0.06 1.93 +6.13 0.11 +6.53 0.37 +6.64 0.25 +5.43 0.30 +3.99 0.15  292.06  2.55 LIN3_4 60148               
LeoI     10 08 23.12 +12 18 55.3              20.126 0.021              18.969 0.015 4515  47  82 1.06 0.05 1.89 +5.91 0.12            +6.59 0.41            +3.41 0.25  304.96  3.19 LeoI_2 60143               
LeoI     10 08 23.13 +12 17 45.6              20.399 0.023              19.218 0.016 4484  30  70 1.13 0.05 1.88 +6.18 0.10 +6.29 0.36 +6.30 0.20 +5.03 0.20 +3.56 0.15  290.68  2.27 LIN1_2 70211               
LeoI     10 08 23.13 +12 20 06.1              20.716 0.024              19.615 0.018 4579  40  88 1.34 0.05 1.82 +5.60 0.13            +6.28 0.35 +4.41 0.43 +2.93 0.46  281.18  3.57 LIN2_2 60141               
LeoI     10 08 23.24 +12 18 38.1              19.078 0.020              17.534 0.011 3873  12  57 0.27 0.10 2.08 +6.32 0.10 +6.26 0.16 +5.81 0.22 +5.01 0.13 +3.81 0.11  300.15  2.11 LIN1_1 60132               
LeoI     10 08 23.26 +12 15 09.1              19.965 0.019              18.795 0.011 4479  28  76 0.98 0.05 1.91 +6.20 0.10            +6.04 0.19 +4.86 0.16 +3.56 0.12  280.39  2.20 LIN1_3 70181               
LeoI     10 08 23.27 +12 15 53.9              21.002 0.025              19.917 0.025 4618  44  97 1.47 0.06 1.79 +6.30 0.11 +6.67 0.39 +6.15 0.37 +4.75 0.27 +3.73 0.19  292.93  2.64 LIN1_4 70182               
LeoI     10 08 23.29 +12 17 11.6              19.824 0.016              18.458 0.012 4229  17  58 0.71 0.07 1.98 +6.16 0.10 +6.52 0.14 +6.08 0.18 +5.04 0.14 +3.60 0.11  288.95  2.17 LIN1_1 70184               
LeoI     10 08 23.34 +12 20 45.6              20.423 0.021              19.243 0.016 4448  31  69 1.14 0.05 1.87 +6.10 0.11 +6.24 0.52 +5.92 0.44 +5.23 0.40 +3.44 0.20  290.95  2.85 LIN2_1 60119               
LeoI     10 08 23.38 +12 17 21.2              20.604 0.022              19.483 0.017 4583  37  82 1.28 0.05 1.84 +6.14 0.10 +6.28 0.37 +6.13 0.25 +4.73 0.31 +3.61 0.16  287.00  2.39 LIN1_3 70168               
LeoI     10 08 23.59 +12 20 08.8              21.096 0.035              20.165 0.025 5023  70 147 1.70 0.06 1.74 +6.33 0.14                       +5.48 0.50 +3.36 0.81  291.30  5.42 LIN2_2 60091               
LeoI     10 08 23.64 +12 17 20.6              20.520 0.023              19.369 0.019 4435  33  77 1.21 0.05 1.86 +5.95 0.10 +5.87 0.60            +4.96 0.20 +3.56 0.14  271.26  2.24 LIN1_2 70126               
LeoI     10 08 23.69 +12 13 18.3              21.007 0.028              19.958 0.026 4675  51 112 1.52 0.06 1.78 +5.66 0.14            +6.02 0.54 +4.74 0.36 +3.04 0.49  286.85  3.32 LIN3_3 70106               
LeoI     10 08 23.79 +12 15 19.4              20.805 0.023              19.715 0.025 4601  41  96 1.39 0.06 1.81 +6.20 0.11            +5.71 0.79 +4.64 0.34 +3.83 0.20  290.67  2.96 LIN3_3 70095               
LeoI     10 08 23.82 +12 17 10.9              19.598 0.017              18.280 0.008 4318  16  50 0.69 0.06 1.98 +5.98 0.10 +6.33 0.23 +6.17 0.17 +5.10 0.17 +3.56 0.12  269.85  2.23 LIN2_4 70097               
LeoI     10 08 23.84 +12 21 14.2              20.790 0.025              19.696 0.022 4587  46  94 1.38 0.06 1.82 +6.28 0.12 +6.86 0.49 +6.48 0.48 +5.33 0.49 +3.16 0.46  295.97  3.06 LIN3_1 60064               
LeoI     10 08 23.87 +12 16 16.5              20.248 0.021              19.069 0.014 4436  29  73 1.07 0.05 1.89 +6.09 0.10 +6.14 0.43 +5.96 0.25 +4.81 0.19 +3.53 0.14  299.17  2.22 LIN1_1 70079               
LeoI     10 08 23.93 +12 17 08.6              19.147 0.016              17.485 0.006 3930  12  59 0.20 0.11 2.10 +5.97 0.10 +6.11 0.16 +5.81 0.17 +4.70 0.14 +3.42 0.11  287.41  2.11 LIN1_3 70074               
LeoI     10 08 24.07 +12 15 40.5              20.290 0.020              19.172 0.016 4586  34  85 1.16 0.05 1.87 +6.18 0.10 +5.78 0.78 +5.73 0.33 +5.09 0.17 +3.60 0.14  294.31  2.23 LIN1_2 70053               
LeoI     10 08 24.25 +12 18 53.5              19.862 0.018              18.551 0.008 4281  31  62 0.79 0.06 1.96 +6.41 0.10                       +5.49 0.64 +3.46 0.16  277.19  2.60 LeoI_2 60019               
LeoI     10 08 24.25 +12 24 12.1              21.048 0.029              20.058 0.030 4821  69 133 1.61 0.07 1.76 +5.54 0.30                                              292.13  8.27 LIN3_4 60025               
LeoI     10 08 24.26 +12 14 00.6              20.301 0.018              19.161 0.014 4491  34  78 1.14 0.05 1.87 +6.33 0.10 +6.35 0.33 +6.31 0.21 +4.75 0.19 +3.76 0.14  287.05  2.30 LIN1_3 70023               
LeoI     10 08 24.36 +12 15 35.9              21.236 0.030              20.239 0.042 4789  62 148 1.67 0.07 1.75 +6.49 0.11            +6.78 0.27 +5.44 0.33             277.21  3.16 LIN1_4 70009               
LeoI     10 08 24.46 +12 17 53.6              19.545 0.021              18.225 0.042 4308  22  76 0.67 0.07 1.98 +6.39 0.10 +6.58 0.15 +6.11 0.18 +5.10 0.15 +3.76 0.12  292.18  2.17 LIN2_4 70001               
LeoI     10 08 25.13 +12 20 07.4              19.484 0.018              18.071 0.009 4095  19  57 0.53 0.08 2.02 +6.27 0.10 +6.46 0.18            +5.05 0.16 +3.57 0.11  290.37  2.15 LIN2_2 23429               
LeoI     10 08 25.22 +12 17 48.1              20.703 0.025              19.832 0.027 5137  76 153 1.61 0.07 1.76 +5.67 0.16            +6.08 0.39 +4.81 0.39 +3.82 0.31  301.78  3.07 LIN1_3 33045               
LeoI     10 08 25.30 +12 19 22.1              20.655 0.023              19.573 0.024 4617  49 101 1.34 0.06 1.82 +6.17 0.12 +7.05 0.52 +6.29 0.47 +4.72 0.71 +4.00 0.26  282.37  3.05 LIN3_1 23405               
